사용일자,노선명,역ID,역명,승차총승객수,하차총승객수,등록일자
20180901,경부선,1701,구로,17596,18715,20180904
20180901,경부선,1032,신길,8343,6767,20180904
20180901,경부선,1007,신도림,3853,4168,20180904
20180901,경부선,1006,영등포,53815,57973,20180904
20180901,경부선,1005,대방,12441,12195,20180904
20180901,경부선,1004,노량진,14757,12553,20180904
20180901,경부선,1003,용산,44635,49094,20180904
20180901,경부선,1002,남영,7330,7745,20180904
20180901,경부선,1001,서울역,6800,1082,20180904
20180901,4호선,434,남태령,8073,1109,20180904
20180901,4호선,433,사당,22919,24981,20180904
20180901,4호선,432,총신대입구(이수),19983,22149,20180904
20180901,4호선,431,동작(현충원),2353,2681,20180904
20180901,3호선,330,교대(법원.검찰청),9450,6076,20180904
20180901,3호선,329,고속터미널,76956,73314,20180904
20180901,3호선,328,잠원,5181,4843,20180904
20180901,3호선,327,신사,31508,33505,20180904
20180901,3호선,326,압구정,30956,33043,20180904
20180901,3호선,325,옥수,9144,9626,20180904
20180901,3호선,324,금호,7510,6644,20180904
20180901,3호선,323,약수,11433,10908,20180904
20180901,3호선,322,동대입구,11049,12203,20180904
20180901,3호선,321,충무로,2,0,20180904
20180901,3호선,320,을지로3가,6674,7074,20180904
20180901,3호선,319,종로3가,6765,12164,20180904
20180901,3호선,318,안국,21753,24561,20180904
20180901,3호선,317,경복궁(정부서울청사),20445,22308,20180904
20180901,3호선,316,독립문,7521,7886,20180904
20180901,3호선,315,무악재,3428,3474,20180904
20180901,3호선,314,홍제,16813,15875,20180904
20180901,3호선,313,녹번,10848,8863,20180904
20180901,3호선,312,불광,17057,19357,20180904
20180901,3호선,311,연신내,38680,36432,20180904
20180901,3호선,310,구파발,18606,18410,20180904
20180901,3호선,309,지축,1287,1404,20180904
20180901,2호선,250,용두(동대문구청),2360,2292,20180904
20180901,2호선,249,신정네거리,8163,8246,20180904
20180901,2호선,248,양천구청,6296,6286,20180904
20180901,2호선,247,도림천,828,864,20180904
20180901,2호선,246,신설동,4838,4479,20180904
20180901,2호선,245,신답,1335,1321,20180904
20180901,2호선,244,용답,2407,2263,20180904
20180901,2호선,243,충정로(경기대입구),7970,8231,20180904
20180901,2호선,242,아현,9246,8775,20180904
20180901,2호선,241,이대,18308,19560,20180904
20180901,2호선,240,신촌,49146,51289,20180904
20180901,2호선,239,홍대입구,95962,109260,20180904
20180901,2호선,238,합정,31960,37151,20180904
20180901,2호선,237,당산,17371,19071,20180904
20180901,2호선,236,영등포구청,14432,14418,20180904
20180901,2호선,235,문래,14162,14442,20180904
20180901,2호선,234,신도림,60644,61443,20180904
20180901,2호선,233,대림(구로구청),24432,26666,20180904
20180901,2호선,232,구로디지털단지,45622,44782,20180904
20180901,2호선,231,신대방,25056,23351,20180904
20180901,2호선,230,신림,63719,61550,20180904
20180901,2호선,229,봉천,20717,18807,20180904
20180901,2호선,228,서울대입구(관악구청),48924,47044,20180904
20180901,2호선,227,낙성대,27929,25639,20180904
20180901,2호선,226,사당,37923,47341,20180904
20180901,2호선,225,방배,14063,14204,20180904
20180901,2호선,224,서초,17079,15530,20180904
20180901,2호선,223,교대(법원.검찰청),24771,27503,20180904
20180901,2호선,222,강남,85681,90580,20180904
20180901,2호선,221,역삼,23018,25201,20180904
20180901,2호선,220,선릉,34590,30275,20180904
20180901,2호선,219,삼성(무역센터),44492,45683,20180904
20180901,2호선,218,종합운동장,12129,13334,20180904
20180901,2호선,217,잠실새내,23849,25329,20180904
20180901,2호선,216,잠실(송파구청),88215,82000,20180904
20180901,2호선,215,잠실나루,12807,12302,20180904
20180901,2호선,214,강변(동서울터미널),50496,51168,20180904
20180901,2호선,213,구의(광진구청),19339,18186,20180904
20180901,2호선,212,건대입구,46784,53209,20180904
20180901,2호선,211,성수,16140,18187,20180904
20180901,2호선,210,뚝섬,12683,12764,20180904
20180901,2호선,209,한양대,6201,6564,20180904
20180901,2호선,208,왕십리(성동구청),19725,17529,20180904
20180901,2호선,207,상왕십리,11373,10465,20180904
20180901,2호선,206,신당,13469,14206,20180904
20180901,2호선,205,동대문역사문화공원,22188,22182,20180904
20180901,2호선,204,을지로4가,10864,11202,20180904
20180901,4호선,430,이촌(국립중앙박물관),9293,10179,20180904
20180901,4호선,429,신용산,11593,12362,20180904
20180901,4호선,428,삼각지,3302,5089,20180904
20180901,4호선,427,숙대입구(갈월),12778,12335,20180904
20180901,4호선,426,서울역,9287,20507,20180904
20180901,4호선,425,회현(남대문시장),29610,30812,20180904
20180901,4호선,424,명동,39413,43997,20180904
20180901,4호선,423,충무로,22074,22679,20180904
20180901,4호선,422,동대문역사문화공원,17601,15073,20180904
20180901,4호선,421,동대문,23464,22200,20180904
20180901,4호선,420,혜화,39207,42186,20180904
20180901,4호선,419,한성대입구(삼선교),13988,13575,20180904
20180901,4호선,418,성신여대입구(돈암),21641,20958,20180904
20180901,4호선,417,길음,18993,17735,20180904
20180901,4호선,416,미아사거리,27564,25938,20180904
20180901,4호선,415,미아(서울사이버대학),15284,13840,20180904
20180901,4호선,414,수유(강북구청),34093,33440,20180904
20180901,4호선,413,쌍문,27712,23639,20180904
20180901,2호선,202,을지로입구,40502,38175,20180904
20180901,2호선,201,시청,14763,12993,20180904
20180901,1호선,159,동묘앞,12915,13668,20180904
20180901,1호선,158,청량리(서울시립대입구),26840,28607,20180904
20180901,1호선,157,제기동,21373,22152,20180904
20180901,1호선,156,신설동,13461,13109,20180904
20180901,1호선,155,동대문,15230,17080,20180904
20180901,분당선,1855,서현,24778,25580,20180904
20180901,분당선,1854,야탑,24501,25458,20180904
20180901,분당선,1853,모란,20737,20922,20180904
20180901,분당선,1852,태평,13055,12508,20180904
20180901,분당선,1851,가천대,5837,6547,20180904
20180901,분당선,1850,선정릉,4772,5105,20180904
20180901,분당선,1849,강남구청,6052,7448,20180904
20180901,분당선,1848,압구정로데오,15360,17217,20180904
20180901,분당선,1847,서울숲,8322,8681,20180904
20180901,분당선,1846,수원,9203,5843,20180904
20180901,분당선,1031,복정,1,0,20180904
20180901,분당선,1030,수서,12815,12749,20180904
20180901,분당선,1028,대모산입구,2423,2177,20180904
20180901,분당선,1027,개포동,2922,2830,20180904
20180901,분당선,1026,구룡,1590,1461,20180904
20180901,분당선,1025,도곡,5228,4733,20180904
20180901,분당선,1024,한티,15124,14507,20180904
20180901,분당선,1023,선릉,5447,9284,20180904
20180901,과천선,1457,범계,27277,26246,20180904
20180901,과천선,1456,평촌,12333,11928,20180904
20180901,과천선,1455,인덕원,22069,20077,20180904
20180901,과천선,1454,정부과천청사,9800,8493,20180904
20180901,과천선,1453,과천,4893,3757,20180904
20180901,과천선,1452,대공원,7221,7641,20180904
20180901,과천선,1451,경마공원,14647,14891,20180904
20180901,과천선,1450,선바위,8084,6114,20180904
20180901,안산선,1763,수리산,3718,3072,20180904
20180901,안산선,1762,오이도,9982,9709,20180904
20180901,안산선,1761,정왕,8048,8230,20180904
20180901,안산선,1760,신길온천,1649,1514,20180904
20180901,안산선,1759,안산,14228,14182,20180904
20180901,안산선,1758,초지,3144,2742,20180904
20180901,안산선,1757,고잔,8378,8428,20180904
20180901,안산선,1756,중앙,18660,19280,20180904
20180901,안산선,1755,한대앞,8436,8108,20180904
20180901,안산선,1754,상록수,19000,17989,20180904
20180901,안산선,1753,반월,4522,4003,20180904
20180901,안산선,1752,대야미,4141,3585,20180904
20180901,안산선,1751,산본,16845,17785,20180904
20180901,경원선,1916,소요산,7388,6461,20180904
20180901,경원선,1915,동두천,2189,2713,20180904
20180901,경원선,1914,보산,2377,2115,20180904
20180901,경원선,1913,동두천중앙,3565,3603,20180904
20180901,경원선,1912,지행,7634,7516,20180904
20180901,경원선,1911,덕정,6356,5776,20180904
20180901,경원선,1910,덕계,1945,1704,20180904
20180901,경원선,1909,양주,9007,7793,20180904
20180901,경원선,1908,녹양,4476,4126,20180904
20180901,경원선,1907,가능,6726,6157,20180904
20180901,경원선,1906,의정부,23858,25202,20180904
20180901,경원선,1905,회룡,12052,11865,20180904
20180901,경원선,1904,망월사,8211,7817,20180904
20180901,경원선,1903,도봉산,9850,6517,20180904
20180901,경원선,1902,도봉,5578,5204,20180904
20180901,경원선,1901,방학,8954,8415,20180904
20180901,6호선,2632,한강진,8200,10078,20180904
20180901,6호선,2633,버티고개,1954,1791,20180904
20180901,6호선,2634,약수,3049,2905,20180904
20180901,6호선,2635,청구,2948,3048,20180904
20180901,6호선,2636,신당,8615,7015,20180904
20180901,6호선,2637,동묘앞,9756,9255,20180904
20180901,6호선,2638,창신,2666,2071,20180904
20180901,6호선,2639,보문,6435,5799,20180904
20180901,6호선,2640,안암(고대병원앞),11805,11989,20180904
20180901,6호선,2641,고려대(종암),8183,7929,20180904
20180901,6호선,2642,월곡(동덕여대),9821,9451,20180904
